row_id,section,speaker,chars,flags,english,greek
dialogue:791,dialogue,,134,,"As Chert will tell you if you so much as glance in Dark Bramble’s direction, there used to be a fifth planet where the Bramble is now.","Όπως θα σου πει ο Τσερτ αν ρίξεις έστω μια ματιά προς τον Νταρκ Μπραμπλ, κάποτε υπήρχε ένας πέμπτος πλανήτης εκεί που είναι τώρα ο Μπραμπλ."
dialogue:792,dialogue,,155,,"This infernal plant appeared at the center and kept growing, and growing, and growing, until it shattered the planet and scattered its pieces across space.","Αυτό το καταραμένο φυτό εμφανίστηκε στο κέντρο του και μεγάλωνε, και μεγάλωνε, και μεγάλωνε, μέχρι που διέλυσε τον πλανήτη και σκόρπισε τα κομμάτια του στο διάστημα."
dialogue:793,dialogue,,227,TAGS,"If we don’t get that seed you found sorted real quicklike, I suspect Timber Hearth will be heading toward the same fate. And I tell you what, we Hearthians have overcome far too much to be done in by some worthless <i>seed</i>.","Αν δεν τακτοποιήσουμε πολύ γρήγορα αυτόν τον σπόρο που βρήκες, υποψιάζομαι ότι το Τίμπερ Χαρθ οδεύει προς την ίδια μοίρα. Και να σου πω κάτι: εμείς οι Χάρθιαν έχουμε ξεπεράσει πάρα πολλά για να μας τελειώσει ένας άχρηστος <i>σπόρος</i>."
dialogue:794,dialogue,,61,TAGS,A-<i>ha</i>! So the blasted things <i>do</i> have a weakness!,Α-<i>χα</i>! Ώστε τα καταραμένα <i>έχουν</i> αδυναμία!
dialogue:795,dialogue,,107,,Meaning my fly-as-fast-as-I-can approach to dealing with them could have used a bit more thought behind it.,Που σημαίνει ότι η προσέγγισή μου «πετάω όσο πιο γρήγορα μπορώ» θα ήθελε λίγη περισσότερη σκέψη από πίσω.
dialogue:796,dialogue,,80,,"Ah, well, at least they didn’t eat me. All’s well that ends well, eh, hatchling?","Ε, τουλάχιστον δεν με έφαγαν. Τέλος καλό, όλα καλά, ε, μικρούλη;"
dialogue:797,dialogue,,73,,You flew a Nomaian shuttle? You don’t say! How was it? How did it handle?,Πέταξες νομαϊκή άκατο; Τι μου λες! Πώς ήταν; Πώς αντιδρούσε;
dialogue:798,dialogue,,128,,"Can’t say I’d mind having a go at that myself, hatchling. Once I return to Timber Hearth, maybe that’ll have to be my next stop.","Δεν θα με πείραζε να δοκιμάσω κι εγώ, μικρούλη. Μόλις γυρίσω στο Τίμπερ Χαρθ, ίσως αυτή γίνει η επόμενη στάση μου."
dialogue:799,dialogue,,162,TAGS,"A brand-new astronaut, and you’re already a pro adventurer! Outer Wilds Ventures is in good hands with you, I can tell. The flight program is <i>going</i> places!","Ολοκαίνουριος αστροναύτης, και ήδη επαγγελματίας τυχοδιώκτης! Η Outer Wilds Ventures είναι σε καλά χέρια μαζί σου, το βλέπω. Το πτητικό πρόγραμμα <i>πάει</i> μπροστά!"
dialogue:800,dialogue,,94,,Nothing you want to share with me? Sounds like you’d better get out there and start exploring!,Δεν έχεις τίποτα να μοιραστείς μαζί μου; Ακούγεται σαν να πρέπει να βγεις εκεί έξω και να αρχίσεις να εξερευνάς!
dialogue:801,dialogue,,274,TAGS,"Despite my checking on them at least a thousand times over, the images are STILL not ready to print over in the radio tower. Well, it’s like they say — a watched satellite never transmits data! <size=20>(Haha, that’s a little joke for you, journal. No one says that.)</size>","Παρόλο που τις έχω ελέγξει τουλάχιστον χίλιες φορές, οι εικόνες ΑΚΟΜΗ δεν είναι έτοιμες για εκτύπωση στον πύργο ασυρμάτου. Ε, όπως λένε — δορυφόρος που τον κοιτάς δεν στέλνει ποτέ δεδομένα! <size=20>(Χαχα, ένα αστειάκι για σένα, ημερολόγιο. Κανείς δεν το λέει αυτό.)</size>"
dialogue:802,dialogue,,251,,"Someday, I’ll have to study the mechanics of how time manages to slow to a syrupy crawl whenever I’m anticipating something. In the meantime, I’ve turned to Gabbro, our resident expert in leisurely whiling away the hours, who recommends the following:","Κάποια μέρα θα πρέπει να μελετήσω τη μηχανική του πώς ο χρόνος καταφέρνει να σέρνεται σαν σιρόπι κάθε φορά που περιμένω κάτι. Στο μεταξύ, στράφηκα στον Γκάμπρο, τον ειδικό μας στο να περνά τις ώρες αργόσχολα, ο οποίος προτείνει τα εξής:"
dialogue:803,dialogue,,257,NL,"GABBRO’S 3 FOOLPROOF STEPS FOR DOZING OFF\\n     1.     Light a nice, cozy campfire and get comfortable.\\n     2.     Gaze deeply into the serene warmth.\\n     3.     Let time begin to slip away as you allow the flames to lull you into a peaceful slumber.","ΤΑ 3 ΑΛΑΝΘΑΣΤΑ ΒΗΜΑΤΑ ΤΟΥ ΓΚΑΜΠΡΟ ΓΙΑ ΝΑ ΣΕ ΠΑΡΕΙ Ο ΥΠΝΟΣ\\n     1.     Άναψε μια ωραία, ζεστή φωτιά και βολέψου.\\n     2.     Κοίταξε βαθιά μέσα στη γαλήνια ζεστασιά.\\n     3.     Άσε τον χρόνο να αρχίσει να γλιστράει καθώς αφήνεις τις φλόγες να σε νανουρίσουν σε έναν ήρεμο ύπνο."
dialogue:804,dialogue,,165,,"(If Gabbro knew I’d taken notes, they’d probably think I’d finally cracked, but I refuse to accept sass from an astronaut who deliberately burns their marshmallows.)","(Αν ήξερε ο Γκάμπρο ότι κρατούσα σημειώσεις, μάλλον θα νόμιζε ότι τα έχασα εντελώς, αλλά αρνούμαι να δεχτώ κοροϊδίες από έναν αστροναύτη που καίει επίτηδες τα ζαχαρωτά του.)"
dialogue:805,dialogue,,262,,"Charting stars again out by the radio tower — they’re so bright out here! I only wish I were able to record them faster. Admittedly, I could use more patience. I get so engrossed in my work that sunrise becomes an unwelcome deadline, and daylight a grating slog.","Χαρτογραφώ πάλι αστέρια έξω από τον πύργο ασυρμάτου — είναι τόσο λαμπερά εδώ έξω! Μακάρι να μπορούσα να τα καταγράφω πιο γρήγορα. Ομολογουμένως, θα μου χρειαζόταν περισσότερη υπομονή. Απορροφιέμαι τόσο στη δουλειά μου που η ανατολή γίνεται ανεπιθύμητη προθεσμία, και το φως της μέρας ένα εκνευριστικό αγγαρείο."
dialogue:806,dialogue,,218,,"...Aaand we’re recording! Ahem. It’s been two days since the launch of the deep space satellite, and I’m about to view the first batch of photos. Let the record show that on this historic day, Outer Wilds Ventures has—","...Καιιι ηχογραφούμε! Χμ. Πέρασαν δύο μέρες από την εκτόξευση του δορυφόρου βαθέος διαστήματος, και ετοιμάζομαι να δω την πρώτη παρτίδα φωτογραφιών. Ας καταγραφεί ότι αυτή την ιστορική μέρα, η Outer Wilds Ventures—"
dialogue:807,dialogue,,58,,"Aaaah! They’re printing, they’re printing! Here they come!","Ααα! Τυπώνονται, τυπώνονται! Να τες!"
dialogue:808,dialogue,,200,,"…Stars above, will you look at that. There’s Brittle Hollow. And look, look there, that’s Hollow’s Lantern! And there’s Giant’s Deep, and — and the Quantum Moon! I’m speechless, completely speechless.","…Μα τ’ άστρα, για δες αυτό. Να το Μπριτλ Χόλοου. Και κοίτα, κοίτα εκεί, αυτό είναι το Φανάρι του Μπριτλ Χόλοου! Και να ο Τζάιαντς Ντιπ, και — και η Κβαντική Σελήνη! Έχω μείνει άφωνος, εντελώς άφωνος."
dialogue:809,dialogue,,240,,"Every single astral body in our magnificent solar system, looking stunning from every angle in each of these three images. And in color, no less! Now this is art. I could stare at these photos forever. Doesn’t Timber Hearth look tiny from —","Κάθε ουράνιο σώμα του μεγαλειώδους ηλιακού μας συστήματος, εκθαμβωτικό από κάθε γωνία, σε καθεμιά από αυτές τις τρεις εικόνες. Και έγχρωμες, μάλιστα! Αυτό είναι τέχνη. Θα μπορούσα να κοιτάζω αυτές τις φωτογραφίες για πάντα. Δεν φαίνεται μικροσκοπικό το Τίμπερ Χαρθ από —"
dialogue:810,dialogue,,29,TAGS,Hold on. What is <i>that</i>?,Μια στιγμή. Τι είναι <i>αυτό</i>;
dialogue:811,dialogue,,191,,"That can’t be right. That’s… I mean, that’s not even possible. Am I interpreting this photo correctly? What’s even stranger is it doesn’t show up in either of the other photos. Just this one…","Δεν μπορεί να είναι σωστό. Αυτό είναι… δηλαδή, δεν είναι καν δυνατόν. Ερμηνεύω σωστά αυτή τη φωτογραφία; Το ακόμη πιο παράξενο είναι ότι δεν εμφανίζεται σε καμία από τις άλλες δύο. Μόνο σε αυτή…"
dialogue:812,dialogue,,176,,"Well, there must have been an equipment malfunction, I suppose. Only sensible explanation for it. I’ll radio Gabbro and ask them to go examine the satellite’s lens for defects.","Ε, μάλλον θα υπήρξε βλάβη στον εξοπλισμό. Είναι η μόνη λογική εξήγηση. Θα καλέσω τον Γκάμπρο στον ασύρματο και θα του ζητήσω να πάει να εξετάσει τον φακό του δορυφόρου για ελαττώματα."
dialogue:813,dialogue,,12,,the Prisoner,ο Φυλακισμένος
dialogue:814,dialogue,,52,,This fire… what a warm and beautiful light it makes.,Αυτή η φωτιά… τι ζεστό και όμορφο φως βγάζει.
dialogue:815,dialogue,,58,,"Go, find the others. What comes next cannot be done alone.","Πήγαινε, βρες τους άλλους. Αυτό που ακολουθεί δεν γίνεται μόνος."
dialogue:816,dialogue,,140,,"I hadn’t dared to hope that anyone would hear the signal, for how briefly I set it free… Yet, here we are. Are you ready for the final step?","Δεν είχα τολμήσει να ελπίσω ότι κάποιος θα άκουγε το σήμα, τόσο σύντομα που το ελευθέρωσα… Κι όμως, να μαστε. Είσαι έτοιμος για το τελευταίο βήμα;"
dialogue:817,dialogue,,4,,Yes.,Ναι.
dialogue:818,dialogue,,8,,Not yet.,Όχι ακόμη.
dialogue:819,dialogue,,61,,Then it’s time! Time to send our spark out into the darkness.,Τότε ήρθε η ώρα! Ώρα να στείλουμε τη σπίθα μας μέσα στο σκοτάδι.
dialogue:820,dialogue,,98,,I have awaited this moment for a long time. For so long. It is no trouble to wait a little longer.,Περίμενα αυτή τη στιγμή πολύ καιρό. Τόσο πολύ. Δεν με δυσκολεύει να περιμένω λίγο ακόμη.
dialogue:821,dialogue,,53,,...How beautiful. It’s different than I’d envisioned.,"...Τι όμορφο. Είναι διαφορετικό απ’ ό,τι είχα φανταστεί."
dialogue:822,dialogue,,57,,"Whatever happens next, I do not think it is to be feared.","Ό,τι κι αν ακολουθήσει, δεν νομίζω ότι πρέπει να το φοβόμαστε."
dialogue:823,dialogue,,177,,"When my kind found the Eye and realized what it was capable of, they were terrified. It was too difficult a truth. Like a light too bright to look upon directly, it burned them.","Όταν το είδος μου βρήκε το Μάτι και συνειδητοποίησε τι μπορούσε να κάνει, τρομοκρατήθηκε. Ήταν πολύ δύσκολη αλήθεια. Σαν φως πολύ δυνατό για να το κοιτάξεις κατάματα, τους έκαψε."
dialogue:824,dialogue,,122,,"What they could not unlearn was hidden away in darkness — obfuscated, then lost. They did not want to see their story end.","Ό,τι δεν μπορούσαν να ξεμάθουν, το έκρυψαν στο σκοτάδι — το συσκότισαν και μετά το έχασαν. Δεν ήθελαν να δουν την ιστορία τους να τελειώνει."
dialogue:825,dialogue,,210,,"My kind weren’t always like this. We weren’t always so afraid. I did what I could to set things right, yet I am still of my kind, and you know now what they did. I cannot promise our fear won’t stain your mind.","Το είδος μου δεν ήταν πάντα έτσι. Δεν ήμασταν πάντα τόσο φοβισμένοι. Έκανα ό,τι μπορούσα για να διορθώσω τα πράγματα, κι όμως ανήκω ακόμη σε αυτό το είδος, και τώρα ξέρεις τι έκαναν. Δεν μπορώ να υποσχεθώ ότι ο φόβος μας δεν θα λερώσει το μυαλό σου."
dialogue:826,dialogue,,58,,"And so, a choice: Are you certain you want to remember me?","Και έτσι, μια επιλογή: Είσαι σίγουρος ότι θέλεις να με θυμάσαι;"
dialogue:827,dialogue,,32,,Join us. Let’s see what happens.,Έλα μαζί μας. Ας δούμε τι θα γίνει.
dialogue:828,dialogue,,39,,Your journey is over now. You did well.,Το ταξίδι σου τελείωσε τώρα. Τα πήγες καλά.
dialogue:829,dialogue,,24,,I’m not ready to decide.,Δεν είμαι έτοιμος να αποφασίσω.
dialogue:830,dialogue,,96,,"I don’t want to repeat my kind’s mistakes. But if you’re willing to take the risk, then so am I.","Δεν θέλω να επαναλάβω τα λάθη του είδους μου. Αλλά αν εσύ είσαι πρόθυμος να πάρεις το ρίσκο, τότε είμαι κι εγώ."
dialogue:831,dialogue,,130,,"My role in this ended long ago, and now I’ve learned my efforts weren’t in vain. Thank you for facing what was hidden in the dark.","Ο δικός μου ρόλος σε αυτό τελείωσε πριν από πολύ καιρό, και τώρα έμαθα ότι οι προσπάθειές μου δεν πήγαν χαμένες. Σε ευχαριστώ που αντίκρισες αυτό που ήταν κρυμμένο στο σκοτάδι."
dialogue:832,dialogue,,101,,Every decision is made in darkness. Only by making a choice can we learn whether it was right or not.,Κάθε απόφαση παίρνεται μέσα στο σκοτάδι. Μόνο κάνοντας μια επιλογή μαθαίνουμε αν ήταν σωστή ή όχι.
dialogue:833,dialogue,,32,,I will wait until you are ready.,Θα περιμένω μέχρι να είσαι έτοιμος.
dialogue:834,dialogue,,3,,...,...
dialogue:835,dialogue,,12,,Who are you?,Ποιος είσαι;
dialogue:836,dialogue,,13,,Where are we?,Πού βρισκόμαστε;
dialogue:837,dialogue,,3,,...,...
dialogue:838,dialogue,,172,,"The radio tower on Timber Hearth was built to receive transmissions from our deep space satellite, and housed some of the last-ever photos taken of the entire solar system.","Ο πύργος ασυρμάτου στο Τίμπερ Χαρθ χτίστηκε για να λαμβάνει μεταδόσεις από τον δορυφόρο βαθέος διαστήματος, και φιλοξενούσε μερικές από τις τελευταίες φωτογραφίες που τραβήχτηκαν ποτέ ολόκληρου του ηλιακού συστήματος."
dialogue:839,dialogue,,92,,"Hornfels noticed a curious anomaly in one of the photos, but it ultimately went unexplained.","Ο Χόρνφελς πρόσεξε μια περίεργη ανωμαλία σε μία από τις φωτογραφίες, αλλά τελικά έμεινε ανεξήγητη."
dialogue:840,dialogue,,172,,"The radio tower on Timber Hearth was built to receive transmissions from our deep space satellite, and housed some of the last-ever photos taken of the entire solar system.","Ο πύργος ασυρμάτου στο Τίμπερ Χαρθ χτίστηκε για να λαμβάνει μεταδόσεις από τον δορυφόρο βαθέος διαστήματος, και φιλοξενούσε μερικές από τις τελευταίες φωτογραφίες που τραβήχτηκαν ποτέ ολόκληρου του ηλιακού συστήματος."
dialogue:841,dialogue,,152,,One of these photos revealed the existence of an invisible ring world inhabited by a species whose presence in our solar system predated even the Nomai.,"Μία από αυτές τις φωτογραφίες αποκάλυψε την ύπαρξη ενός αόρατου δακτυλιοειδούς κόσμου, κατοικημένου από ένα είδος του οποίου η παρουσία στο ηλιακό μας σύστημα προηγείται ακόμη και των Νομάι."
dialogue:842,dialogue,,199,,"This species traveled from a nearby star system in search of the Eye of the universe, but, horrified by what they discovered, decided to block the Eye’s signal so that no one else would ever find it.","Αυτό το είδος ταξίδεψε από ένα κοντινό αστρικό σύστημα αναζητώντας το Μάτι του σύμπαντος, αλλά, τρομοκρατημένο από αυτό που ανακάλυψε, αποφάσισε να μπλοκάρει το σήμα του Ματιού ώστε να μην το βρει ποτέ κανείς άλλος."
dialogue:843,dialogue,,186,,"One individual, however, rebelled against the decision, and was able to briefly release the Eye’s signal back into space before being caught and imprisoned in solitude for this betrayal.","Ένα άτομο, ωστόσο, αντιστάθηκε στην απόφαση και κατάφερε να ελευθερώσει για λίγο το σήμα του Ματιού πίσω στο διάστημα, προτού πιαστεί και φυλακιστεί στη μοναξιά για αυτή την προδοσία."
dialogue:844,dialogue,CASSAVA,176,TAGS,"CASSAVA: Conoy, Daz and I were lifting <color=orange>Orbital Probe Cannon</color> components into orbit for assembly, and one somehow sank down down <i>beneath</i> the current.","ΚΑΣΑΒΑ: Ο Κόνοϊ, ο Νταζ κι εγώ ανεβάζαμε εξαρτήματα του <color=orange>Τροχιακού Κανονιού Βολίδας</color> σε τροχιά για συναρμολόγηση, και ένα από αυτά κάπως βυθίστηκε <i>κάτω</i> από το ρεύμα."
dialogue:845,dialogue,DAZ,188,,"DAZ: Cassava convinced me not to try to recreate the phenomenon myself using other cannon parts, but we’re very curious to know what happened! How could something pass through the current?","ΝΤΑΖ: Ο Κασάβα με έπεισε να μην προσπαθήσω να αναπαραγάγω μόνος μου το φαινόμενο με άλλα εξαρτήματα του κανονιού, αλλά έχουμε μεγάλη περιέργεια να μάθουμε τι έγινε! Πώς μπόρεσε κάτι να περάσει μέσα από το ρεύμα;"
dialogue:846,dialogue,CONOY,288,TAGS,"CONOY: My gratitude for your interesting question! This is exciting: Spire constructed a model of <color=lightblue>Giant's Deep</color> here at <color=lightblue>Brittle Hollow</color>'s <color=orange>Southern Observatory</color>, and it reveals how an object might sink below the current.","ΚΟΝΟΪ: Ευγνωμοσύνη για την ενδιαφέρουσα ερώτησή σας! Αυτό είναι συναρπαστικό: ο Σπάιρ κατασκεύασε ένα μοντέλο του <color=lightblue>Τζάιαντς Ντιπ</color> εδώ, στο <color=orange>Νότιο Παρατηρητήριο</color> του <color=lightblue>Μπριτλ Χόλοου</color>, και αποκαλύπτει πώς ένα αντικείμενο μπορεί να βυθιστεί κάτω από το ρεύμα."
dialogue:847,dialogue,CASSAVA,184,TAGS,"CASSAVA: Conoy, I’m unable to grasp the answer by looking through the <color=orange>projection pool</color>. If I visit the <color=orange>observatory</color>, would you kindly explain?","ΚΑΣΑΒΑ: Κόνοϊ, δεν καταφέρνω να καταλάβω την απάντηση κοιτάζοντας μέσα από τη <color=orange>δεξαμενή προβολής</color>. Αν έρθω στο <color=orange>παρατηρητήριο</color>, θα είχες την καλοσύνη να μου εξηγήσεις;"
dialogue:848,dialogue,CONOY,280,TAGS,"CONOY: If you don’t mind the trek beneath the surface to the south pole, I’d be delighted to see you! (There are two trailheads, one at <color=lightblue>Brittle Hollow</color>'s <color=orange>gravity cannon</color> and one at the <color=orange>Tower of Quantum Knowledge</color>.)","ΚΟΝΟΪ: Αν δεν σε πειράζει η πεζοπορία κάτω από την επιφάνεια ως τον νότιο πόλο, θα χαιρόμουν πολύ να σε δω! (Υπάρχουν δύο αφετηρίες, μία στο <color=orange>κανόνι βαρύτητας</color> του <color=lightblue>Μπριτλ Χόλοου</color> και μία στον <color=orange>Πύργο της Κβαντικής Γνώσης</color>.)"
dialogue:849,dialogue,DAZ,169,,"DAZ: Conoy, you should’ve seen it! We’d thought it was impossible for any cannon components to sink even partially below the current, but ours sank straight to the core!","ΝΤΑΖ: Κόνοϊ, έπρεπε να το είχες δει! Νομίζαμε ότι ήταν αδύνατο να βυθιστεί έστω και εν μέρει κάποιο εξάρτημα του κανονιού κάτω από το ρεύμα, αλλά το δικό μας βούλιαξε ίσια ως τον πυρήνα!"
dialogue:850,dialogue,COLEUS,238,TAGS,"COLEUS: I was upstairs testing the <color=orange>Eye signal locator</color>, and it can hear and follow the signals from the <color=lightblue>sun</color>, <color=lightblue>Giant’s Deep</color>, and <color=lightblue>Brittle Hollow</color>.","ΚΟΛΕΟΥΣ: Ήμουν πάνω και δοκίμαζα τον <color=orange>εντοπιστή του σήματος του Ματιού</color>, και μπορεί να ακούει και να ακολουθεί τα σήματα από τον <color=lightblue>ήλιο</color>, τον <color=lightblue>Τζάιαντς Ντιπ</color> και το <color=lightblue>Μπριτλ Χόλοου</color>."
dialogue:851,dialogue,COLEUS,234,TAGS,"COLEUS: However, something strange is happening when I ask the <color=orange>Eye signal locator</color> to follow the <color=lightblue>Eye</color>’s signal: The device’s indicator rotates wildly and never points to just one direction.","ΚΟΛΕΟΥΣ: Ωστόσο, κάτι παράξενο συμβαίνει όταν ζητώ από τον <color=orange>εντοπιστή του σήματος του Ματιού</color> να ακολουθήσει το σήμα του <color=lightblue>Ματιού</color>: ο δείκτης της συσκευής περιστρέφεται μανιωδώς και δεν δείχνει ποτέ σε μία μόνο κατεύθυνση."
dialogue:852,dialogue,THATCH,116,TAGS,THATCH: This is a curious result. It’s possible the <color=lightblue>Eye</color> has stopped calling out its signal.,ΘΑΤΣ: Αυτό είναι περίεργο αποτέλεσμα. Είναι πιθανό το <color=lightblue>Μάτι</color> να έπαψε να εκπέμπει το σήμα του.
dialogue:853,dialogue,FILIX,129,,FILIX: I see! I most likely calibrated the locator incorrectly. Privet (my apprentice) and I will make adjustments and try again.,ΦΙΛΙΞ: Κατάλαβα! Πιθανότατα βαθμονόμησα λάθος τον εντοπιστή. Η Πρίβετ (η μαθητευόμενή μου) κι εγώ θα κάνουμε διορθώσεις και θα ξαναδοκιμάσουμε.
dialogue:854,dialogue,FILIX,80,,"FILIX: An update: Disappointingly, everything is correctly calibrated after all.","ΦΙΛΙΞ: Ενημέρωση: Δυστυχώς, όλα ήταν τελικά σωστά βαθμονομημένα."
dialogue:855,dialogue,CASSAVA,273,TAGS,"CASSAVA: It saddens me to posit this, my friends, but I believe this <color=orange>locator</color> cannot detect the <color=lightblue>Eye</color>’s signal. We would need to build a more sensitive device if we want to locate the <color=lightblue>Eye of the universe</color>.","ΚΑΣΑΒΑ: Με λυπεί που το διατυπώνω, φίλοι μου, αλλά πιστεύω ότι αυτός ο <color=orange>εντοπιστής</color> δεν μπορεί να ανιχνεύσει το σήμα του <color=lightblue>Ματιού</color>. Θα χρειαστεί να χτίσουμε μια πιο ευαίσθητη συσκευή αν θέλουμε να εντοπίσουμε το <color=lightblue>Μάτι του σύμπαντος</color>."
dialogue:856,dialogue,THATCH,172,TAGS,"THATCH: Then we will build it. Don’t lose hope, Cassava; our search for the <color=lightblue>Eye</color> is what brought our clan to this place. We won’t give up so easily!","ΘΑΤΣ: Τότε θα τη χτίσουμε. Μη χάνεις την ελπίδα σου, Κασάβα· η αναζήτηση του <color=lightblue>Ματιού</color> είναι που έφερε τη φυλή μας εδώ. Δεν θα τα παρατήσουμε τόσο εύκολα!"
dialogue:857,dialogue,,3,,Hal,Χαλ
dialogue:858,dialogue,,159,,"Hey, hey, it’s my favorite astronaut! Launch day at last, huh, buddy? It’s the translator tool’s inaugural flight, too! I’m so excited it’s making me nauseous.","Έλα, έλα, ο αγαπημένος μου αστροναύτης! Επιτέλους η μέρα της εκτόξευσης, ε, φιλαράκο; Είναι και η παρθενική πτήση του μεταφραστή! Ενθουσιάζομαι τόσο που με πιάνει ναυτία."
dialogue:859,dialogue,,217,TAGS,"Just think - you’ll be able to translate any Nomai text you want, anywhere you are. The two of us put a lot of hours into inventing that tool, so don’t break it, okay? Haha! <Pause>...Oh, geez. <i>Do not break it.</i>","Σκέψου το — θα μπορείς να μεταφράζεις όποιο νομαϊκό κείμενο θέλεις, όπου κι αν είσαι. Οι δυο μας ρίξαμε πολλές ώρες στην εφεύρεση αυτού του εργαλείου, οπότε μην το σπάσεις, εντάξει; Χαχα! <Pause>...Ωχ, αμάν. <i>Μην το σπάσεις.</i>"
dialogue:860,dialogue,,113,TAGS,"...Ugh, ignore me, okay? I’m just nervous. And I’m not even the one going into space! How are <i>you</i> feeling?","...Αχ, αγνόησέ με, εντάξει; Απλώς αγχώνομαι. Και δεν είμαι καν εγώ αυτός που πάει στο διάστημα! <i>Εσύ</i> πώς νιώθεις;"
dialogue:861,dialogue,,12,,I’m excited!,Είμαι ενθουσιασμένος!
dialogue:862,dialogue,,14,,I’m terrified!,Είμαι τρομοκρατημένος!
dialogue:863,dialogue,,116,,Good! You’ve only been waiting for this day since we were hatchlings. I can’t wait to see all your training pay off!,Ωραία! Περιμένεις αυτή τη μέρα από τότε που ήμασταν μικρά. Ανυπομονώ να δω όλη σου την εκπαίδευση να αποδίδει!
dialogue:864,dialogue,,132,,"Aw, don’t let me make you nervous. You’ve been training for this day since we were hatchlings, remember? You’ll do great, I promise!","Έλα, μη σε αγχώνω εγώ. Εκπαιδεύεσαι γι’ αυτή τη μέρα από τότε που ήμασταν μικρά, θυμάσαι; Θα τα πας τέλεια, στο υπόσχομαι!"
dialogue:865,dialogue,,57,,So what’s the dirt? You here to see the new Nomai statue?,"Λοιπόν, τι νέα; Ήρθες να δεις το καινούριο άγαλμα των Νομάι;"
dialogue:866,dialogue,,11,,New statue?,Καινούριο άγαλμα;
dialogue:867,dialogue,,10,,Of course!,Και βέβαια!
dialogue:868,dialogue,,31,,Just here for the launch codes.,Ήρθα μόνο για τους κωδικούς εκτόξευσης.
dialogue:869,dialogue,,128,,"Heh, I knew you’d want to see it before you headed off! Hornfels just finished prepping it for display today. Amazing, isn’t it?","Χεχ, το ήξερα ότι θα ήθελες να το δεις πριν φύγεις! Ο Χόρνφελς μόλις τελείωσε την προετοιμασία του για έκθεση σήμερα. Καταπληκτικό, έτσι;"
dialogue:870,dialogue,,156,,"You haven’t heard? Gabbro brought it back with them from Giant’s Deep, and Hornfels just finished prepping it for display. This is it right here. Neat, huh?","Δεν το έμαθες; Ο Γκάμπρο το έφερε πίσω μαζί του από τον Τζάιαντς Ντιπ, και ο Χόρνφελς μόλις τελείωσε την προετοιμασία του για έκθεση. Να το εδώ. Ωραίο, ε;"
dialogue:871,dialogue,,135,,"Yeah, I get that you’re dying to head out into space, but seriously, you’ve got to see this statue before you go. It’s an amazing find!","Ναι, καταλαβαίνω ότι πεθαίνεις να βγεις στο διάστημα, αλλά σοβαρά, πρέπει να δεις αυτό το άγαλμα πριν φύγεις. Είναι καταπληκτικό εύρημα!"
dialogue:872,dialogue,,170,TAGS,"Makes me wish we could see what a real live Nomai looks like, but I guess this is as close as we’ll ever get. Check it out - looks like they had fur! Fur is <i>weird</i>.","Μακάρι να μπορούσαμε να δούμε πώς είναι ένας αληθινός, ζωντανός Νομάι, αλλά μάλλον αυτό είναι το πιο κοντινό που θα φτάσουμε ποτέ. Δες — φαίνεται πως είχαν γούνα! Η γούνα είναι <i>περίεργη</i>."
dialogue:873,dialogue,,103,,"This is the first fully intact statue ever found, you know. And for how old it is, it’s in great shape!","Αυτό είναι το πρώτο εντελώς ακέραιο άγαλμα που βρέθηκε ποτέ, να ξέρεις. Και για την ηλικία του, είναι σε τέλεια κατάσταση!"
dialogue:874,dialogue,,123,,"...Ah geez, I got a little carried away there. Go on, you have a ship to launch! Take care of yourself out there, you hear?","...Αχ αμάν, παρασύρθηκα λίγο. Πήγαινε, έχεις ένα σκάφος να εκτοξεύσεις! Πρόσεχε τον εαυτό σου εκεί έξω, ακούς;"
dialogue:875,dialogue,,113,,"Hey, I was just about to come find you! Look look look, you’ve gotta see this — the Nomai statue’s eyes are open!","Έλα, μόλις ερχόμουν να σε βρω! Κοίτα κοίτα κοίτα, πρέπει να το δεις — τα μάτια του αγάλματος των Νομάι είναι ανοιχτά!"
dialogue:876,dialogue,,90,,"They, uh, used to be closed. Probably should’ve started with that. And now they’ve opened!","Ήταν, εμ, κλειστά πριν. Μάλλον έπρεπε να ξεκινήσω από αυτό. Και τώρα άνοιξαν!"
dialogue:877,dialogue,,98,TAGS,"We’re not sure <i>why</i> they opened, since no one actually saw it happen, but this is huge news!","Δεν είμαστε σίγουροι <i>γιατί</i> άνοιξαν, αφού κανείς δεν το είδε να συμβαίνει, αλλά αυτό είναι τεράστια είδηση!"
dialogue:878,dialogue,,106,,"Should someone tell Gabbro? Or maybe Riebeck? Oh, stars, this is so exciting, it’s making my stomach hurt!","Να το πει κάποιος στον Γκάμπρο; Ή μήπως στον Ρίμπεκ; Ωχ, αστέρια, είναι τόσο συναρπαστικό που με πονάει το στομάχι μου!"
dialogue:879,dialogue,,63,,Hal! Can you help me translate this new alien language I found?,Χαλ! Μπορείς να με βοηθήσεις να μεταφράσω αυτή τη νέα εξωγήινη γλώσσα που βρήκα;
dialogue:880,dialogue,,61,,"A new language?! YES! Absolutely! Stars above, you BET I can!","Νέα γλώσσα;! ΝΑΙ! Και βέβαια! Μα τ’ άστρα, ΣΙΓΟΥΡΑ μπορώ!"
